FIPS,County,State,Condition,Urban/Rural,Total,Total No. of Beneficiaries,White,No. of Beneficiaries Who are White,Black,No. of Beneficiaries Who are Black,Asian/Pacific Islander,No. of Beneficiaries Who are Asian/Pacific Islander,Hispanic,No. of Beneficiaries Who are Hispanic,American Indian/Alaska Native,No. of Beneficiaries Who are American Indian/Alaska Native,Other,No. of Beneficiaries Who are in Other Ethic Groups
08017,CHEYENNE,CO,Chronic Obstructive Pulmonary Disease,Rural,13,[11-499],13,[11-499],*,*,*,*,27,[11-499],*,*,*,*
08019,CLEAR CREEK,CO,Chronic Obstructive Pulmonary Disease,Urban,13,[500-999],13,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08021,CONEJOS,CO,Chronic Obstructive Pulmonary Disease,Rural,13,"[1,000-4,999]",14,[500-999],*,*,*,*,13,[500-999],*,*,*,*
08023,COSTILLA,CO,Chronic Obstructive Pulmonary Disease,Rural,9,[500-999],10,[11-499],0,[11-499],*,*,9,[11-499],*,*,*,*
08025,CROWLEY,CO,Chronic Obstructive Pulmonary Disease,Rural,20,[500-999],21,[500-999],*,*,*,*,17,[11-499],*,*,*,*
08027,CUSTER,CO,Chronic Obstructive Pulmonary Disease,Rural,8,"[1,000-4,999]",8,"[1,000-4,999]",*,*,*,*,0,[11-499],*,*,*,*
08029,DELTA,CO,Chronic Obstructive Pulmonary Disease,Rural,11,"[5,000-9,999]",11,"[5,000-9,999]",*,*,0,[11-499],8,[11-499],*,*,0,[11-499]
08031,DENVER,CO,Chronic Obstructive Pulmonary Disease,Urban,9,"[10,000+]",9,"[10,000+]",11,"[1,000-4,999]",6,[500-999],7,"[1,000-4,999]",11,[11-499],6,[11-499]
08033,DOLORES,CO,Chronic Obstructive Pulmonary Disease,Rural,9,[11-499],9,[11-499],*,*,*,*,*,*,*,*,*,*
08035,DOUGLAS,CO,Chronic Obstructive Pulmonary Disease,Urban,7,"[10,000+]",7,"[10,000+]",3,[11-499],5,[11-499],6,[11-499],0,[11-499],7,[11-499]
08037,EAGLE,CO,Chronic Obstructive Pulmonary Disease,Rural,5,"[1,000-4,999]",5,"[1,000-4,999]",*,*,0,[11-499],5,[11-499],*,*,0,[11-499]
08039,ELBERT,CO,Chronic Obstructive Pulmonary Disease,Urban,9,"[1,000-4,999]",9,"[1,000-4,999]",0,[11-499],0,[11-499],4,[11-499],0,[11-499],0,[11-499]
08041,EL PASO,CO,Chronic Obstructive Pulmonary Disease,Urban,10,"[10,000+]",10,"[10,000+]",9,"[1,000-4,999]",7,"[1,000-4,999]",8,"[1,000-4,999]",9,[11-499],8,[500-999]
08043,FREMONT,CO,Chronic Obstructive Pulmonary Disease,Rural,14,"[5,000-9,999]",14,"[5,000-9,999]",0,[11-499],0,[11-499],12,[11-499],0,[11-499],17,[11-499]
08045,GARFIELD,CO,Chronic Obstructive Pulmonary Disease,Rural,10,"[5,000-9,999]",10,"[5,000-9,999]",0,[11-499],0,[11-499],5,[11-499],18,[11-499],0,[11-499]
08047,GILPIN,CO,Chronic Obstructive Pulmonary Disease,Urban,10,[11-499],10,[11-499],*,*,*,*,0,[11-499],*,*,*,*
08049,GRAND,CO,Chronic Obstructive Pulmonary Disease,Rural,8,"[1,000-4,999]",8,"[1,000-4,999]",*,*,*,*,19,[11-499],*,*,*,*
08051,GUNNISON,CO,Chronic Obstructive Pulmonary Disease,Rural,7,"[1,000-4,999]",7,"[1,000-4,999]",*,*,*,*,0,[11-499],*,*,0,[11-499]
08053,HINSDALE,CO,Chronic Obstructive Pulmonary Disease,Rural,6,[11-499],6,[11-499],*,*,*,*,*,*,*,*,*,*
08055,HUERFANO,CO,Chronic Obstructive Pulmonary Disease,Rural,14,"[1,000-4,999]",14,"[1,000-4,999]",25,[11-499],*,*,11,[11-499],*,*,*,*
08057,JACKSON,CO,Chronic Obstructive Pulmonary Disease,Rural,13,[11-499],13,[11-499],*,*,*,*,*,*,*,*,*,*
08059,JEFFERSON,CO,Chronic Obstructive Pulmonary Disease,Urban,9,"[10,000+]",10,"[10,000+]",9,[11-499],6,[500-999],7,"[1,000-4,999]",7,[11-499],11,[11-499]
08061,KIOWA,CO,Chronic Obstructive Pulmonary Disease,Rural,13,[11-499],14,[11-499],*,*,*,*,*,*,*,*,*,*
08063,KIT CARSON,CO,Chronic Obstructive Pulmonary Disease,Rural,12,"[1,000-4,999]",12,"[1,000-4,999]",*,*,*,*,7,[11-499],*,*,*,*
08065,LAKE,CO,Chronic Obstructive Pulmonary Disease,Rural,9,[500-999],10,[500-999],*,*,*,*,4,[11-499],*,*,*,*
08067,LA PLATA,CO,Chronic Obstructive Pulmonary Disease,Rural,7,"[5,000-9,999]",7,"[5,000-9,999]",0,[11-499],11,[11-499],6,[11-499],7,[11-499],0,[11-499]
08069,LARIMER,CO,Chronic Obstructive Pulmonary Disease,Urban,8,"[10,000+]",8,"[10,000+]",11,[11-499],4,[11-499],8,"[1,000-4,999]",9,[11-499],4,[11-499]
08071,LAS ANIMAS,CO,Chronic Obstructive Pulmonary Disease,Rural,12,"[1,000-4,999]",12,"[1,000-4,999]",*,*,0,[11-499],12,[500-999],*,*,*,*
08073,LINCOLN,CO,Chronic Obstructive Pulmonary Disease,Rural,15,[500-999],14,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08075,LOGAN,CO,Chronic Obstructive Pulmonary Disease,Rural,12,"[1,000-4,999]",13,"[1,000-4,999]",0,[11-499],*,*,7,[11-499],*,*,0,[11-499]
08077,MESA,CO,Chronic Obstructive Pulmonary Disease,Urban,9,"[10,000+]",9,"[10,000+]",16,[11-499],5,[11-499],8,"[1,000-4,999]",10,[11-499],10,[11-499]
08079,MINERAL,CO,Chronic Obstructive Pulmonary Disease,Rural,11,[11-499],11,[11-499],*,*,*,*,*,*,*,*,*,*
08081,MOFFAT,CO,Chronic Obstructive Pulmonary Disease,Rural,13,"[1,000-4,999]",13,"[1,000-4,999]",*,*,*,*,10,[11-499],*,*,*,*
08083,MONTEZUMA,CO,Chronic Obstructive Pulmonary Disease,Rural,9,"[5,000-9,999]",9,"[1,000-4,999]",*,*,0,[11-499],9,[11-499],3,[11-499],0,[11-499]
08085,MONTROSE,CO,Chronic Obstructive Pulmonary Disease,Rural,9,"[5,000-9,999]",9,"[5,000-9,999]",0,[11-499],0,[11-499],6,[500-999],0,[11-499],0,[11-499]
08087,MORGAN,CO,Chronic Obstructive Pulmonary Disease,Rural,12,"[1,000-4,999]",13,"[1,000-4,999]",0,[11-499],0,[11-499],6,[500-999],*,*,0,[11-499]
08089,OTERO,CO,Chronic Obstructive Pulmonary Disease,Rural,18,"[1,000-4,999]",19,"[1,000-4,999]",0,[11-499],38,[11-499],16,"[1,000-4,999]",*,*,38,[11-499]
08091,OURAY,CO,Chronic Obstructive Pulmonary Disease,Rural,4,[500-999],4,[500-999],*,*,*,*,*,*,*,*,*,*
08093,PARK,CO,Chronic Obstructive Pulmonary Disease,Urban,8,"[1,000-4,999]",8,"[1,000-4,999]",0,[11-499],*,*,0,[11-499],*,*,*,*
08095,PHILLIPS,CO,Chronic Obstructive Pulmonary Disease,Rural,9,[500-999],9,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08097,PITKIN,CO,Chronic Obstructive Pulmonary Disease,Rural,5,"[1,000-4,999]",5,"[1,000-4,999]",*,*,0,[11-499],11,[11-499],*,*,0,[11-499]
08099,PROWERS,CO,Chronic Obstructive Pulmonary Disease,Rural,13,"[1,000-4,999]",14,"[1,000-4,999]",*,*,*,*,10,[11-499],*,*,*,*
08101,PUEBLO,CO,Chronic Obstructive Pulmonary Disease,Urban,13,"[10,000+]",14,"[10,000+]",10,[11-499],7,[11-499],12,"[5,000-9,999]",13,[11-499],12,[11-499]
08103,RIO BLANCO,CO,Chronic Obstructive Pulmonary Disease,Rural,13,[500-999],13,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08105,RIO GRANDE,CO,Chronic Obstructive Pulmonary Disease,Rural,15,"[1,000-4,999]",15,"[1,000-4,999]",*,*,*,*,15,[500-999],0,[11-499],*,*
08107,ROUTT,CO,Chronic Obstructive Pulmonary Disease,Rural,4,"[1,000-4,999]",4,"[1,000-4,999]",*,*,*,*,11,[11-499],*,*,0,[11-499]
08109,SAGUACHE,CO,Chronic Obstructive Pulmonary Disease,Rural,9,"[1,000-4,999]",9,[500-999],*,*,*,*,12,[11-499],*,*,*,*
08111,SAN JUAN,CO,Chronic Obstructive Pulmonary Disease,Rural,8,[11-499],9,[11-499],*,*,*,*,*,*,*,*,*,*
08113,SAN MIGUEL,CO,Chronic Obstructive Pulmonary Disease,Rural,5,[500-999],5,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08115,SEDGWICK,CO,Chronic Obstructive Pulmonary Disease,Rural,10,[500-999],10,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08117,SUMMIT,CO,Chronic Obstructive Pulmonary Disease,Rural,4,"[1,000-4,999]",4,"[1,000-4,999]",*,*,0,[11-499],0,[11-499],*,*,0,[11-499]
08119,TELLER,CO,Chronic Obstructive Pulmonary Disease,Urban,9,"[1,000-4,999]",9,"[1,000-4,999]",0,[11-499],0,[11-499],0,[11-499],*,*,0,[11-499]
08121,WASHINGTON,CO,Chronic Obstructive Pulmonary Disease,Rural,12,[500-999],12,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08123,WELD,CO,Chronic Obstructive Pulmonary Disease,Urban,10,"[10,000+]",10,"[10,000+]",8,[11-499],5,[11-499],7,"[1,000-4,999]",15,[11-499],4,[11-499]
08125,YUMA,CO,Chronic Obstructive Pulmonary Disease,Rural,11,"[1,000-4,999]",11,"[1,000-4,999]",*,*,*,*,5,[11-499],*,*,*,*
08990,STATEWIDE,CO,Chronic Obstructive Pulmonary Disease,Rural,0,[11-499],0,[11-499],*,*,*,*,*,*,*,*,*,*
09001,FAIRFIELD,CT,Chronic Obstructive Pulmonary Disease,Urban,9,"[10,000+]",10,"[10,000+]",8,"[5,000-9,999]",5,"[1,000-4,999]",7,"[5,000-9,999]",0,[11-499],5,[500-999]
09003,HARTFORD,CT,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",12,"[10,000+]",9,"[5,000-9,999]",6,"[1,000-4,999]",9,"[5,000-9,999]",11,[11-499],9,[500-999]
09005,LITCHFIELD,CT,Chronic Obstructive Pulmonary Disease,Rural,12,"[10,000+]",12,"[10,000+]",9,[11-499],9,[11-499],11,[11-499],*,*,7,[11-499]
09007,MIDDLESEX,CT,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",11,"[10,000+]",9,[500-999],5,[11-499],8,[11-499],0,[11-499],6,[11-499]
09009,NEW HAVEN,CT,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",12,"[10,000+]",10,"[5,000-9,999]",8,"[1,000-4,999]",9,"[5,000-9,999]",11,[11-499],9,[500-999]
09011,NEW LONDON,CT,Chronic Obstructive Pulmonary Disease,Urban,16,"[10,000+]",16,"[10,000+]",14,"[1,000-4,999]",8,[500-999],13,"[1,000-4,999]",16,[11-499],11,[11-499]
09013,TOLLAND,CT,Chronic Obstructive Pulmonary Disease,Urban,13,"[10,000+]",13,"[5,000-9,999]",9,[11-499],4,[11-499],9,[11-499],*,*,7,[11-499]
09015,WINDHAM,CT,Chronic Obstructive Pulmonary Disease,Rural,17,"[10,000+]",17,"[10,000+]",13,[11-499],7,[11-499],13,[500-999],0,[11-499],20,[11-499]
10001,KENT,DE,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",15,"[10,000+]",10,"[5,000-9,999]",7,[11-499],11,[500-999],0,[11-499],12,[11-499]
10003,NEW CASTLE,DE,Chronic Obstructive Pulmonary Disease,Urban,9,"[10,000+]",9,"[10,000+]",8,"[10,000+]",4,"[1,000-4,999]",5,"[1,000-4,999]",0,[11-499],5,[500-999]
10005,SUSSEX,DE,Chronic Obstructive Pulmonary Disease,Rural,11,"[10,000+]",11,"[10,000+]",11,"[1,000-4,999]",7,[11-499],6,[500-999],13,[11-499],6,[11-499]
11001,THE DISTRICT,DC,Chronic Obstructive Pulmonary Disease,Urban,8,"[10,000+]",6,"[10,000+]",9,"[10,000+]",4,"[1,000-4,999]",4,"[1,000-4,999]",0,[11-499],4,[500-999]
12001,ALACHUA,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",12,"[10,000+]",10,"[1,000-4,999]",5,[11-499],8,[500-999],0,[11-499],6,[11-499]
12003,BAKER,FL,Chronic Obstructive Pulmonary Disease,Urban,19,"[1,000-4,999]",20,"[1,000-4,999]",11,[11-499],*,*,14,[11-499],*,*,*,*
12005,BAY,FL,Chronic Obstructive Pulmonary Disease,Urban,17,"[10,000+]",18,"[10,000+]",16,"[1,000-4,999]",9,[11-499],14,[11-499],0,[11-499],13,[11-499]
12007,BRADFORD,FL,Chronic Obstructive Pulmonary Disease,Rural,18,"[1,000-4,999]",19,"[1,000-4,999]",10,[11-499],0,[11-499],7,[11-499],*,*,*,*
12009,BREVARD,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",15,"[10,000+]",11,"[5,000-9,999]",7,"[1,000-4,999]",10,"[1,000-4,999]",19,[11-499],10,[500-999]
12011,BROWARD,FL,Chronic Obstructive Pulmonary Disease,Urban,13,"[10,000+]",14,"[10,000+]",9,"[10,000+]",8,"[1,000-4,999]",11,"[10,000+]",11,[11-499],10,"[1,000-4,999]"
12013,CALHOUN,FL,Chronic Obstructive Pulmonary Disease,Rural,20,"[1,000-4,999]",20,"[1,000-4,999]",16,[11-499],*,*,24,[11-499],*,*,*,*
12015,CHARLOTTE,FL,Chronic Obstructive Pulmonary Disease,Urban,17,"[10,000+]",17,"[10,000+]",11,"[1,000-4,999]",10,[11-499],16,[500-999],0,[11-499],10,[11-499]
12017,CITRUS,FL,Chronic Obstructive Pulmonary Disease,Rural,16,"[10,000+]",16,"[10,000+]",11,[11-499],7,[11-499],13,[500-999],0,[11-499],11,[11-499]
12019,CLAY,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",15,"[10,000+]",9,"[1,000-4,999]",8,[11-499],10,[500-999],0,[11-499],11,[11-499]
12021,COLLIER,FL,Chronic Obstructive Pulmonary Disease,Urban,9,"[10,000+]",10,"[10,000+]",6,"[1,000-4,999]",5,[500-999],9,"[1,000-4,999]",12,[11-499],5,[11-499]
12023,COLUMBIA,FL,Chronic Obstructive Pulmonary Disease,Rural,18,"[5,000-9,999]",19,"[5,000-9,999]",14,"[1,000-4,999]",6,[11-499],14,[11-499],*,*,19,[11-499]
12027,DE SOTO,FL,Chronic Obstructive Pulmonary Disease,Rural,19,"[1,000-4,999]",20,"[1,000-4,999]",10,[11-499],0,[11-499],11,[11-499],*,*,0,[11-499]
12029,DIXIE,FL,Chronic Obstructive Pulmonary Disease,Rural,19,"[1,000-4,999]",20,"[1,000-4,999]",13,[11-499],0,[11-499],11,[11-499],*,*,*,*
12031,DUVAL,FL,Chronic Obstructive Pulmonary Disease,Urban,13,"[10,000+]",14,"[10,000+]",11,"[10,000+]",7,"[1,000-4,999]",9,"[1,000-4,999]",25,[11-499],8,[500-999]
12033,ESCAMBIA,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",14,"[10,000+]",11,"[5,000-9,999]",5,[500-999],11,[500-999],17,[11-499],7,[11-499]
12035,FLAGLER,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",12,"[10,000+]",10,"[1,000-4,999]",7,[11-499],10,[500-999],*,*,10,[11-499]
12037,FRANKLIN,FL,Chronic Obstructive Pulmonary Disease,Rural,13,"[1,000-4,999]",13,"[1,000-4,999]",12,[11-499],*,*,*,*,*,*,*,*
12039,GADSDEN,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[1,000-4,999]",13,"[1,000-4,999]",9,"[1,000-4,999]",*,*,0,[11-499],*,*,*,*
12041,GILCHRIST,FL,Chronic Obstructive Pulmonary Disease,Urban,16,"[1,000-4,999]",16,"[1,000-4,999]",12,[11-499],*,*,13,[11-499],*,*,*,*
12043,GLADES,FL,Chronic Obstructive Pulmonary Disease,Rural,21,[500-999],23,[500-999],13,[11-499],*,*,11,[11-499],*,*,*,*
12045,GULF,FL,Chronic Obstructive Pulmonary Disease,Rural,16,"[1,000-4,999]",16,"[1,000-4,999]",16,[11-499],*,*,17,[11-499],*,*,*,*
12047,HAMILTON,FL,Chronic Obstructive Pulmonary Disease,Rural,16,"[1,000-4,999]",17,"[1,000-4,999]",11,[11-499],*,*,0,[11-499],*,*,*,*
12049,HARDEE,FL,Chronic Obstructive Pulmonary Disease,Rural,16,"[1,000-4,999]",18,"[1,000-4,999]",13,[11-499],0,[11-499],9,[11-499],*,*,0,[11-499]
12051,HENDRY,FL,Chronic Obstructive Pulmonary Disease,Rural,15,"[1,000-4,999]",16,"[1,000-4,999]",12,[11-499],0,[11-499],13,[500-999],7,[11-499],0,[11-499]
12053,HERNANDO,FL,Chronic Obstructive Pulmonary Disease,Urban,18,"[10,000+]",18,"[10,000+]",11,[500-999],7,[11-499],16,"[1,000-4,999]",0,[11-499],10,[11-499]
12055,HIGHLANDS,FL,Chronic Obstructive Pulmonary Disease,Rural,19,"[10,000+]",20,"[10,000+]",16,[500-999],7,[11-499],13,"[1,000-4,999]",25,[11-499],18,[11-499]
12057,HILLSBOROUGH,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",15,"[10,000+]",12,"[10,000+]",8,"[1,000-4,999]",14,"[10,000+]",8,[11-499],10,[500-999]
12059,HOLMES,FL,Chronic Obstructive Pulmonary Disease,Rural,20,"[1,000-4,999]",20,"[1,000-4,999]",18,[11-499],0,[11-499],0,[11-499],*,*,*,*
12061,INDIAN RIVER,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",12,"[10,000+]",8,"[1,000-4,999]",6,[11-499],8,"[1,000-4,999]",*,*,10,[11-499]
12063,JACKSON,FL,Chronic Obstructive Pulmonary Disease,Rural,15,"[5,000-9,999]",16,"[5,000-9,999]",8,"[1,000-4,999]",0,[11-499],22,[11-499],*,*,14,[11-499]
12065,JEFFERSON,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[1,000-4,999]",13,"[1,000-4,999]",10,[11-499],*,*,0,[11-499],*,*,*,*
12067,LAFAYETTE,FL,Chronic Obstructive Pulmonary Disease,Rural,16,[500-999],16,[500-999],16,[11-499],*,*,0,[11-499],*,*,*,*
12069,LAKE,FL,Chronic Obstructive Pulmonary Disease,Urban,15,"[10,000+]",15,"[10,000+]",12,"[1,000-4,999]",8,[500-999],11,"[1,000-4,999]",12,[11-499],12,[11-499]
12071,LEE,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",12,"[10,000+]",9,"[1,000-4,999]",7,[500-999],11,"[5,000-9,999]",10,[11-499],9,[500-999]
12073,LEON,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",12,"[10,000+]",8,"[1,000-4,999]",3,[11-499],6,[11-499],*,*,10,[11-499]
12075,LEVY,FL,Chronic Obstructive Pulmonary Disease,Rural,16,"[5,000-9,999]",16,"[5,000-9,999]",11,[11-499],0,[11-499],10,[11-499],*,*,27,[11-499]
12077,LIBERTY,FL,Chronic Obstructive Pulmonary Disease,Rural,22,[500-999],23,[500-999],6,[11-499],*,*,*,*,*,*,*,*
12079,MADISON,FL,Chronic Obstructive Pulmonary Disease,Rural,14,"[1,000-4,999]",15,"[1,000-4,999]",8,[500-999],*,*,14,[11-499],*,*,*,*
12081,MANATEE,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",13,"[10,000+]",11,"[1,000-4,999]",7,[11-499],11,"[1,000-4,999]",13,[11-499],11,[11-499]
12083,MARION,FL,Chronic Obstructive Pulmonary Disease,Urban,16,"[10,000+]",17,"[10,000+]",13,"[1,000-4,999]",7,[11-499],13,"[1,000-4,999]",15,[11-499],14,[11-499]
12085,MARTIN,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",14,"[10,000+]",11,[500-999],11,[11-499],9,[500-999],*,*,9,[11-499]
12086,MIAMI-DADE,FL,Chronic Obstructive Pulmonary Disease,Urban,16,"[10,000+]",12,"[10,000+]",10,"[10,000+]",8,"[1,000-4,999]",20,"[10,000+]",16,[11-499],7,[500-999]
12087,MONROE,FL,Chronic Obstructive Pulmonary Disease,Rural,9,"[10,000+]",9,"[10,000+]",11,[11-499],5,[11-499],11,"[1,000-4,999]",*,*,12,[11-499]
12089,NASSAU,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",11,"[10,000+]",9,[11-499],10,[11-499],10,[11-499],*,*,14,[11-499]
12091,OKALOOSA,FL,Chronic Obstructive Pulmonary Disease,Urban,15,"[10,000+]",15,"[10,000+]",11,"[1,000-4,999]",6,[500-999],10,[500-999],27,[11-499],8,[11-499]
12093,OKEECHOBEE,FL,Chronic Obstructive Pulmonary Disease,Rural,25,"[5,000-9,999]",26,"[1,000-4,999]",22,[11-499],0,[11-499],11,[11-499],20,[11-499],0,[11-499]
12095,ORANGE,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",13,"[10,000+]",9,"[10,000+]",7,"[1,000-4,999]",10,"[10,000+]",11,[11-499],7,[500-999]
12097,OSCEOLA,FL,Chronic Obstructive Pulmonary Disease,Urban,13,"[10,000+]",14,"[10,000+]",9,"[1,000-4,999]",7,[11-499],13,"[5,000-9,999]",0,[11-499],8,[11-499]
12099,PALM BEACH,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",11,"[10,000+]",8,"[5,000-9,999]",6,"[1,000-4,999]",10,"[5,000-9,999]",11,[11-499],9,"[1,000-4,999]"
12101,PASCO,FL,Chronic Obstructive Pulmonary Disease,Urban,17,"[10,000+]",17,"[10,000+]",10,"[1,000-4,999]",7,[500-999],12,"[1,000-4,999]",19,[11-499],11,[11-499]
12103,PINELLAS,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",15,"[10,000+]",16,"[5,000-9,999]",9,"[1,000-4,999]",13,"[1,000-4,999]",9,[11-499],12,[500-999]
12105,POLK,FL,Chronic Obstructive Pulmonary Disease,Urban,15,"[10,000+]",16,"[10,000+]",13,"[1,000-4,999]",9,[500-999],11,"[1,000-4,999]",21,[11-499],9,[11-499]
12107,PUTNAM,FL,Chronic Obstructive Pulmonary Disease,Rural,19,"[10,000+]",20,"[5,000-9,999]",14,[500-999],16,[11-499],15,[11-499],*,*,14,[11-499]
12109,ST. JOHNS,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",11,"[10,000+]",11,"[1,000-4,999]",4,[11-499],9,[500-999],29,[11-499],10,[11-499]
12111,ST. LUCIE,FL,Chronic Obstructive Pulmonary Disease,Urban,15,"[10,000+]",16,"[10,000+]",10,"[1,000-4,999]",7,[11-499],12,"[1,000-4,999]",15,[11-499],13,[11-499]
12113,SANTA ROSA,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[10,000+]",14,"[10,000+]",8,[500-999],7,[11-499],9,[11-499],9,[11-499],5,[11-499]
12115,SARASOTA,FL,Chronic Obstructive Pulmonary Disease,Urban,11,"[10,000+]",11,"[10,000+]",9,"[1,000-4,999]",7,[500-999],10,"[1,000-4,999]",6,[11-499],7,[500-999]
12117,SEMINOLE,FL,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",13,"[10,000+]",10,"[1,000-4,999]",7,[500-999],11,"[1,000-4,999]",28,[11-499],7,[11-499]
12119,SUMTER,FL,Chronic Obstructive Pulmonary Disease,Rural,13,"[10,000+]",13,"[10,000+]",12,[11-499],9,[11-499],9,[11-499],*,*,11,[11-499]
12121,SUWANNEE,FL,Chronic Obstructive Pulmonary Disease,Rural,16,"[5,000-9,999]",16,"[5,000-9,999]",13,[11-499],0,[11-499],10,[11-499],*,*,11,[11-499]
12123,TAYLOR,FL,Chronic Obstructive Pulmonary Disease,Rural,14,"[1,000-4,999]",15,"[1,000-4,999]",9,[11-499],0,[11-499],0,[11-499],*,*,*,*
12125,UNION,FL,Chronic Obstructive Pulmonary Disease,Rural,17,"[1,000-4,999]",19,"[1,000-4,999]",7,[11-499],*,*,0,[11-499],*,*,*,*
12127,VOLUSIA,FL,Chronic Obstructive Pulmonary Disease,Urban,15,"[10,000+]",15,"[10,000+]",13,"[1,000-4,999]",8,[500-999],12,"[1,000-4,999]",11,[11-499],11,[11-499]
12129,WAKULLA,FL,Chronic Obstructive Pulmonary Disease,Urban,14,"[1,000-4,999]",15,"[1,000-4,999]",10,[11-499],*,*,21,[11-499],*,*,*,*
12131,WALTON,FL,Chronic Obstructive Pulmonary Disease,Rural,15,"[5,000-9,999]",15,"[5,000-9,999]",12,[11-499],8,[11-499],14,[11-499],*,*,11,[11-499]
12133,WASHINGTON,FL,Chronic Obstructive Pulmonary Disease,Rural,18,"[1,000-4,999]",18,"[1,000-4,999]",14,[11-499],0,[11-499],12,[11-499],*,*,0,[11-499]
12990,STATEWIDE,FL,Chronic Obstructive Pulmonary Disease,Rural,0,[11-499],0,[11-499],*,*,*,*,*,*,*,*,*,*
13001,APPLING,GA,Chronic Obstructive Pulmonary Disease,Rural,15,"[1,000-4,999]",16,"[1,000-4,999]",9,[11-499],*,*,20,[11-499],*,*,*,*
13003,ATKINSON,GA,Chronic Obstructive Pulmonary Disease,Rural,18,[500-999],20,[500-999],7,[11-499],*,*,15,[11-499],*,*,*,*
13005,BACON,GA,Chronic Obstructive Pulmonary Disease,Rural,20,"[1,000-4,999]",20,"[1,000-4,999]",21,[11-499],*,*,0,[11-499],*,*,*,*
13007,BAKER,GA,Chronic Obstructive Pulmonary Disease,Urban,13,[11-499],18,[11-499],0,[11-499],*,*,*,*,*,*,*,*
13009,BALDWIN,GA,Chronic Obstructive Pulmonary Disease,Rural,14,"[1,000-4,999]",16,"[1,000-4,999]",11,"[1,000-4,999]",0,[11-499],18,[11-499],*,*,0,[11-499]
13011,BANKS,GA,Chronic Obstructive Pulmonary Disease,Rural,14,"[1,000-4,999]",15,"[1,000-4,999]",0,[11-499],*,*,0,[11-499],*,*,*,*
13013,BARROW,GA,Chronic Obstructive Pulmonary Disease,Urban,13,"[5,000-9,999]",14,"[5,000-9,999]",8,[500-999],5,[11-499],8,[11-499],*,*,0,[11-499]
13015,BARTOW,GA,Chronic Obstructive Pulmonary Disease,Urban,16,"[10,000+]",16,"[5,000-9,999]",12,[500-999],0,[11-499],9,[11-499],*,*,14,[11-499]
13017,BEN HILL,GA,Chronic Obstructive Pulmonary Disease,Rural,14,"[1,000-4,999]",16,"[1,000-4,999]",8,[11-499],*,*,0,[11-499],*,*,*,*
13019,BERRIEN,GA,Chronic Obstructive Pulmonary Disease,Rural,19,"[1,000-4,999]",20,"[1,000-4,999]",12,[11-499],0,[11-499],12,[11-499],*,*,*,*
13021,BIBB,GA,Chronic Obstructive Pulmonary Disease,Urban,12,"[10,000+]",13,"[10,000+]",10,"[5,000-9,999]",3,[11-499],4,[11-499],*,*,11,[11-499]
13023,BLECKLEY,GA,Chronic Obstructive Pulmonary Disease,Rural,13,[500-999],15,[500-999],0,[11-499],*,*,*,*,*,*,*,*
13025,BRANTLEY,GA,Chronic Obstructive Pulmonary Disease,Urban,18,"[1,000-4,999]",19,"[1,000-4,999]",0,[11-499],*,*,0,[11-499],*,*,*,*
13027,BROOKS,GA,Chronic Obstructive Pulmonary Disease,Urban,15,"[1,000-4,999]",17,"[1,000-4,999]",10,[500-999],*,*,0,[11-499],*,*,*,*
13029,BRYAN,GA,Chronic Obstructive Pulmonary Disease,Urban,14,"[1,000-4,999]",15,"[1,000-4,999]",6,[11-499],0,[11-499],13,[11-499],*,*,0,[11-499]
