,internet_name,internet_geo_id,internet_geo_type,internet_year,internet_date,internet_variable_code,internet_variable_label,internet_value,internet_Latitude,internet_Longitude,fips_internet_geo_id,covid_date_as_of,covid_last_week,covid_state,covid_county_name,covid_fips_county_code,covid_deaths_involving_covid_19,covid_deaths_from_all_causes,covid_Longitude,covid_Latitude
2643,"Warren County, Mississippi",0500000US28149,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,9594.0,-90.79242416829491,32.3484553135352,28149,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Warren County,28149.0,73.0,499.0,-89.65344,32.713378
2646,"Dallas County, Iowa",0500000US19049,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,4900.0,-94.04742483864574,41.6829425,19049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Dallas County,19049.0,40.0,340.0,-93.500061,42.074659
2647,"Crenshaw County, Alabama",0500000US01041,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,3371.0,-86.2966112531517,31.724861,1041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Crenshaw County,1041.0,26.0,154.0,-86.844516,32.756889
2654,"Collier County, Florida",0500000US12021,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,137534.0,-81.34546340173723,26.1640930870798,12021,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Collier County,12021.0,274.0,3058.0,-82.420978,28.260731
2658,"McHenry County, Illinois",0500000US17111,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,60609.0,-88.45220141827086,42.32445749999999,17111,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,McHenry County,17111.0,84.0,1337.0,-89.148632,40.124144
2664,"Bossier Parish, Louisiana",0500000US22015,county,2017,2017-12-31,B28002_013E,Households with no internet access,10842.0,-93.59848841219181,32.6287305,22015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Bossier Parish,22015.0,79.0,780.0,-91.840238,30.921314
2665,"New Hanover County, North Carolina",0500000US37129,county,2017,2017-12-31,B28002_013E,Households with no internet access,13022.0,-77.89346968076448,34.1564905,37129,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,New Hanover County,37129.0,53.0,1838.0,-79.130883,35.52603
2673,"Marshall County, Mississippi",0500000US28093,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6148.0,-89.51118940970404,34.75325049999999,28093,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Marshall County,28093.0,10.0,243.0,-89.65344,32.713378
2674,"Hale County, Texas",0500000US48189,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,6124.0,-101.8263067205724,34.0669595,48189,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Hale County,48189.0,45.0,206.0,-99.317341,31.447238
2676,"Salem city, Virginia",0500000US51775,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,2095.0,-80.07102001237624,37.287699,51775,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Salem city,51775.0,54.0,717.0,-78.666382,37.510861
2677,"Fairbanks North Star Borough, Alaska",0500000US02090,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7340.0,-146.3702350036722,64.8551605,2090,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AK,Fairbanks North Star Borough,2090.0,14.0,368.0,-151.631889,63.631126
2678,"Lane County, Oregon",0500000US41039,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,93383.0,-122.7490885978255,43.86407111868107,41039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Lane County,41039.0,23.0,2992.0,-120.605279,43.940449
2685,"Cochise County, Arizona",0500000US04003,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,21054.0,-109.7497344594777,31.887952,4003,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Cochise County,4003.0,31.0,844.0,-111.664616,34.293239
2687,"Clark County, Indiana",0500000US18019,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,23978.0,-85.80209852512007,38.435995,18019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Clark County,18019.0,57.0,819.0,-86.2818,39.919991
2688,"Racine County, Wisconsin",0500000US55101,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,43054.0,-88.04295693901875,42.72664104235161,55101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Racine County,55101.0,81.0,1339.0,-89.732969,44.639954
2689,"Perry County, Indiana",0500000US18123,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,4691.0,-86.60980938737922,38.0546355,18123,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Perry County,18123.0,13.0,131.0,-86.2818,39.919991
2692,"York County, Virginia",0500000US51199,county,2018,2018-12-31,B28002_013E,Households with no internet access,1780.0,-76.55270936327294,37.235889,51199,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,York County,51199.0,21.0,408.0,-78.666382,37.510861
2693,"Jefferson County, Georgia",0500000US13163,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,3791.0,-82.4449436883099,33.0372025,13163,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Jefferson County,13163.0,15.0,138.0,-83.426574,32.638481
2695,"Pike County, Mississippi",0500000US28113,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,8897.0,-90.40426072692061,31.1745375,28113,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Pike County,28113.0,56.0,454.0,-89.65344,32.713378
2696,"Cecil County, Maryland",0500000US24015,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,22151.0,-75.87432947053873,39.54085010448208,24015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Cecil County,24015.0,41.0,748.0,-76.687282,38.946466
2698,"Okeechobee County, Florida",0500000US12093,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,8273.0,-80.84092024494947,27.30105038210818,12093,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Okeechobee County,12093.0,32.0,356.0,-82.420978,28.260731
2701,"Osceola County, Florida",0500000US12097,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,60783.0,-81.12516869678811,27.99282770014634,12097,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Osceola County,12097.0,217.0,2146.0,-82.420978,28.260731
2705,"Allen Parish, Louisiana",0500000US22003,county,2017,2017-12-31,B28002_013E,Households with no internet access,2413.0,-92.78830774923395,30.657829,22003,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Allen Parish,22003.0,20.0,179.0,-91.840238,30.921314
2707,"Richland County, Ohio",0500000US39139,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,17674.0,-82.55244915728832,40.774058,39139,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Richland County,39139.0,23.0,1096.0,-82.70936,40.415534
2708,"Norfolk County, Massachusetts",0500000US25021,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,155147.0,-71.20290873903804,42.15648299999999,25021,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MA,Norfolk County,25021.0,773.0,4672.0,-71.481104,42.151077
2711,"Bartow County, Georgia",0500000US13015,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,19331.0,-84.83878057366647,34.2368525,13015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Bartow County,13015.0,62.0,778.0,-83.426574,32.638481
2714,"Rusk County, Texas",0500000US48401,county,2017,2017-12-31,B28002_013E,Households with no internet access,5870.0,-94.78707476413189,32.1258665,48401,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Rusk County,48401.0,10.0,318.0,-99.317341,31.447238
2716,"Harrison County, West Virginia",0500000US54033,county,2018,2018-12-31,B28002_013E,Households with no internet access,5818.0,-80.3963984286161,39.2849865,54033,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WV,Harrison County,54033.0,13.0,702.0,-80.613729,38.642579
2721,"Lafayette County, Mississippi",0500000US28071,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,11490.0,-89.483727137307,34.3570715,28071,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Lafayette County,28071.0,114.0,636.0,-89.65344,32.713378
2722,"Washington County, Iowa",0500000US19183,county,2017,2017-12-31,B28002_013E,Households with no internet access,1789.0,-91.71566294729911,41.32231349999999,19183,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Washington County,19183.0,11.0,177.0,-93.500061,42.074659
2723,"Steuben County, New York",0500000US36101,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,24270.0,-77.41840243913018,42.293112,36101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Steuben County,36101.0,66.0,758.0,-75.59655,42.921241
2728,"Pima County, Arizona",0500000US04019,county,2017,2017-12-31,B28002_013E,Households with no internet access,59429.0,-111.7807936577061,31.968145,4019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Pima County,4019.0,746.0,9498.0,-111.664616,34.293239
2734,"Columbia County, Pennsylvania",0500000US42037,county,2017,2017-12-31,B28002_013E,Households with no internet access,6073.0,-76.39775427418257,41.042939,42037,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Columbia County,42037.0,27.0,362.0,-77.838886,40.896694
2737,"Worcester County, Maryland",0500000US24047,county,2017,2017-12-31,B28002_013E,Households with no internet access,3896.0,-75.36358537380647,38.22287754618563,24047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Worcester County,24047.0,41.0,529.0,-76.687282,38.946466
2739,"Davis County, Utah",0500000US49011,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,47548.0,-112.0906725376474,40.9611475,49011,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,UT,Davis County,49011.0,31.0,1450.0,-111.678222,39.323779
2743,"Broomfield County, Colorado",0500000US08014,county,2018,2018-12-31,B28002_013E,Households with no internet access,1363.0,-105.0351316670327,39.966871,8014,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CO,Broomfield County,8014.0,28.0,261.0,-105.547832,38.998552
2745,"Madison County, Mississippi",0500000US28089,county,2017,2017-12-31,B28002_013E,Households with no internet access,7068.0,-90.00878482974132,32.642407,28089,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Madison County,28089.0,60.0,812.0,-89.65344,32.713378
2747,"Kootenai County, Idaho",0500000US16055,county,2017,2017-12-31,B28002_013E,Households with no internet access,8127.0,-116.6854479696398,47.67909057737123,16055,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,ID,Kootenai County,16055.0,57.0,1381.0,-114.659366,44.389073
2751,"Henderson County, Tennessee",0500000US47077,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,5365.0,-88.40048983759503,35.62090189360997,47077,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Henderson County,47077.0,12.0,233.0,-86.343226,35.842998
2754,"Outagamie County, Wisconsin",0500000US55087,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,15545.0,-88.46376489033305,44.43014107083185,55087,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Outagamie County,55087.0,92.0,1353.0,-89.732969,44.639954
2758,"Hamilton County, Ohio",0500000US39061,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,169087.0,-84.55818309864677,39.168571,39061,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Hamilton County,39061.0,370.0,7839.0,-82.70936,40.415534
2759,"St. Martin Parish, Louisiana",0500000US22099,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,9381.0,-91.77983324227395,30.265258,22099,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Martin Parish,22099.0,20.0,309.0,-91.840238,30.921314
2760,"Camden County, Georgia",0500000US13039,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6413.0,-81.65284433946731,30.93772170421328,13039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Camden County,13039.0,10.0,224.0,-83.426574,32.638481
2761,"Guilford County, North Carolina",0500000US37081,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,106013.0,-79.79017162309368,36.075455,37081,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Guilford County,37081.0,207.0,3357.0,-79.130883,35.52603
2763,"Cocke County, Tennessee",0500000US47029,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,9766.0,-83.09607675149391,35.95198930691581,47029,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Cocke County,47029.0,10.0,361.0,-86.343226,35.842998
2765,"Columbia County, New York",0500000US36021,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,7039.0,-73.64222963664764,42.243069,36021,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Columbia County,36021.0,49.0,481.0,-75.59655,42.921241
2768,"Harrison County, Mississippi",0500000US28047,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,39854.0,-89.1125023171542,30.4791915,28047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Harrison County,28047.0,108.0,1879.0,-89.65344,32.713378
2769,"Calvert County, Maryland",0500000US24009,county,2018,2018-12-31,B28002_013E,Households with no internet access,2881.0,-76.59521572494135,38.54337125865335,24009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Calvert County,24009.0,15.0,488.0,-76.687282,38.946466
2778,"Charleston County, South Carolina",0500000US45019,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,57569.0,-80.06237148106342,32.8541755,45019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Charleston County,45019.0,376.0,4030.0,-80.864614,33.878572
2789,"Kitsap County, Washington",0500000US53035,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,59433.0,-122.6296962393274,47.67217949758235,53035,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Kitsap County,53035.0,21.0,1618.0,-120.592492,47.411715
2791,"Maury County, Tennessee",0500000US47119,county,2017,2017-12-31,B28002_013E,Households with no internet access,6454.0,-87.08014121807474,35.62963167203729,47119,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Maury County,47119.0,54.0,942.0,-86.343226,35.842998
2794,"Mille Lacs County, Minnesota",0500000US27095,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,3042.0,-93.64305626934072,45.9011625,27095,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Mille Lacs County,27095.0,12.0,203.0,-94.198308,46.349153
2796,"Orange County, Indiana",0500000US18117,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,2892.0,-86.49520882975624,38.541738,18117,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Orange County,18117.0,16.0,134.0,-86.2818,39.919991
2800,"Walker County, Alabama",0500000US01127,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,16320.0,-87.27658699987302,33.7599355,1127,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Walker County,1127.0,72.0,797.0,-86.844516,32.756889
2803,"Garfield County, Oklahoma",0500000US40047,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,13092.0,-97.78283442561533,36.3799375,40047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Garfield County,40047.0,36.0,572.0,-97.508297,35.583449
2804,"Pittsburg County, Oklahoma",0500000US40121,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,11406.0,-95.79838042334903,34.94741399999999,40121,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Pittsburg County,40121.0,20.0,396.0,-97.508297,35.583449
2805,"Island County, Washington",0500000US53029,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6810.0,-122.4965698007404,48.16405562576674,53029,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Island County,53029.0,13.0,444.0,-120.592492,47.411715
2807,"San Luis Obispo County, California",0500000US06079,county,2017,2017-12-31,B28002_013E,Households with no internet access,11976.0,-120.3362429430733,35.34482438214085,6079,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,San Luis Obispo County,6079.0,30.0,1756.0,-119.662127,37.211164
2811,"Morgan County, Alabama",0500000US01103,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,17920.0,-86.83507997890075,34.483604,1103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Morgan County,1103.0,60.0,1035.0,-86.844516,32.756889
2814,"Volusia County, Florida",0500000US12127,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,160876.0,-81.13746458622715,29.01989826061051,12127,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Volusia County,12127.0,339.0,6155.0,-82.420978,28.260731
2815,"Lucas County, Ohio",0500000US39095,county,2017,2017-12-31,B28002_013E,Households with no internet access,34381.0,-83.7458935938217,41.574123,39095,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Lucas County,39095.0,458.0,4633.0,-82.70936,40.415534
2816,"Winona County, Minnesota",0500000US27169,county,2018,2018-12-31,B28002_013E,Households with no internet access,2913.0,-91.79518562719605,44.01965635214022,27169,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Winona County,27169.0,19.0,273.0,-94.198308,46.349153
2817,"Adams County, Illinois",0500000US17001,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,7874.0,-91.18572142116193,39.9751605,17001,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,Adams County,17001.0,31.0,748.0,-89.148632,40.124144
2818,"Grant County, Indiana",0500000US18053,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,16678.0,-85.65510618875174,40.52233,18053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Grant County,18053.0,34.0,599.0,-86.2818,39.919991
2825,"Ohio County, West Virginia",0500000US54069,county,2018,2018-12-31,B28002_013E,Households with no internet access,4356.0,-80.61422758085914,40.1008628884242,54069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WV,Ohio County,54069.0,20.0,718.0,-80.613729,38.642579
2827,"Jefferson County, Colorado",0500000US08059,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,128830.0,-105.2390142088692,39.52114899999999,8059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CO,Jefferson County,8059.0,271.0,3948.0,-105.547832,38.998552
2828,"San Francisco County, California",0500000US06075,county,2017,2017-12-31,B28002_013E,Households with no internet access,44729.0,-122.4457149667935,37.757919,6075,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,San Francisco County,6075.0,152.0,4869.0,-119.662127,37.211164
2832,"Washington County, Oklahoma",0500000US40147,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,13112.0,-95.90513278970377,36.69479,40147,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Washington County,40147.0,41.0,545.0,-97.508297,35.583449
2834,"Cumberland County, Tennessee",0500000US47035,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,21704.0,-84.97872394174962,35.94961961234709,47035,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Cumberland County,47035.0,20.0,640.0,-86.343226,35.842998
